flight_number,origin,destination,scheduled_departure,scheduled_arrival,inbound_flight_number,inbound_origin,inbound_status,inbound_estimated_arrival,aircraft_latitude,aircraft_longitude,turnaround_time_minutes,gate_status,delay_reason,weather_status,crew_status,passenger_load_factor,estimated_boarding_start,estimated_ready_time
AC325,YOW,YEG,2025-03-15 14:59,2025-03-15 19:59,AC582,YVR,Delayed,2025-03-15 14:25,48.0042,-112.4488,92,Maintenance,Blizzard,Fog,Delayed,0.91,2025-03-15 16:55,2025-03-15 17:39
AC808,YUL,YYZ,2025-03-15 07:19,2025-03-15 09:25,AC387,YYZ,Landed,2025-03-15 06:42,45.4996,-73.727,40,Open,None,Overcast,Ready,0.82,2025-03-15 06:53,2025-03-15 07:42
AC975,YQB,YYJ,2025-03-15 12:01,2025-03-15 17:01,AC188,YOW,En Route,2025-03-15 10:59,46.1044,-72.8278,129,Occupied,De-icing,Fog,Rest Period,0.85,2025-03-15 14:11,2025-03-15 15:00
AC687,YQB,YUL,2025-03-15 05:45,2025-03-15 07:08,AC527,YYZ,Landed,2025-03-15 05:06,46.7494,-71.368,42,Assigned,None,Overcast,Ready,0.71,2025-03-15 05:06,2025-03-15 05:52
AC402,YUL,YHZ,2025-03-15 06:32,2025-03-15 09:24,AC763,YYC,Cancelled,2025-03-15 06:00,51.1315,-114.0106,92,Occupied,De-icing,Heavy Snow,Rest Period,0.92,2025-03-15 07:55,2025-03-15 08:41
AC820,YHZ,YWG,2025-03-15 15:42,2025-03-15 20:42,AC981,YYZ,Landed,2025-03-15 15:07,44.9096,-63.5505,41,Open,None,Overcast,On Duty,0.79,2025-03-15 15:12,2025-03-15 15:57
AC790,YYZ,YYJ,2025-03-15 06:53,2025-03-15 11:53,AC152,YEG,Cancelled,2025-03-15 07:29,53.3097,-113.5827,83,Maintenance,Technical,Thunderstorm,Delayed,0.95,2025-03-15 08:57,2025-03-15 09:45
AC442,YOW,YUL,2025-03-15 06:56,2025-03-15 08:29,AC652,YYC,Cancelled,2025-03-15 06:14,51.1315,-114.0106,110,Unassigned,Technical,Thunderstorm,In Transit,0.95,2025-03-15 07:54,2025-03-15 08:34
AC597,YHZ,YWG,2025-03-15 19:09,2025-03-16 00:09,AC639,YQB,Landed,2025-03-15 18:24,44.8395,-63.5195,49,Assigned,None,Rain,Ready,0.65,2025-03-15 18:38,2025-03-15 19:20
AC268,YVR,YQB,2025-03-15 16:53,2025-03-15 21:53,AC214,YHZ,Landed,2025-03-15 16:10,49.1941,-123.1895,39,Open,None,Overcast,On Duty,0.84,2025-03-15 16:17,2025-03-15 17:07
AC122,YOW,YVR,2025-03-15 13:52,2025-03-15 18:52,AC954,YYC,Landed,2025-03-15 13:11,45.3183,-75.6625,49,Assigned,None,Rain,On Duty,0.72,2025-03-15 13:25,2025-03-15 14:09
AC595,YYC,YOW,2025-03-15 18:08,2025-03-15 23:08,AC395,YEG,On Time,2025-03-15 17:29,52.3197,-113.2618,40,Assigned,None,Overcast,Ready,0.75,2025-03-15 17:32,2025-03-15 18:22
AC219,YUL,YOW,2025-03-15 14:48,2025-03-15 16:05,AC424,YYZ,Cancelled,2025-03-15 14:16,43.6777,-79.6248,119,Maintenance,Crew,Heavy Snow,In Transit,0.9,2025-03-15 15:59,2025-03-15 16:41
AC646,YYJ,YUL,2025-03-15 20:42,2025-03-16 01:42,AC224,YYC,Landed,2025-03-15 19:51,48.6616,-123.4464,45,Assigned,None,Overcast,Ready,0.6,2025-03-15 20:17,2025-03-15 21:01
AC918,YQB,YUL,2025-03-15 16:45,2025-03-15 18:10,AC446,YWG,En Route,2025-03-15 15:47,47.8018,-83.5911,103,Maintenance,Blizzard,Heavy Snow,Rest Period,0.85,2025-03-15 18:52,2025-03-15 19:42
AC900,YYJ,YOW,2025-03-15 05:23,2025-03-15 10:23,AC300,YYC,Taxiing,2025-03-15 04:39,48.6877,-123.4399,36,Assigned,None,Clear,On Duty,0.68,2025-03-15 04:57,2025-03-15 05:39
AC495,YEG,YHZ,2025-03-15 09:51,2025-03-15 14:51,AC112,YHZ,Cancelled,2025-03-15 09:20,44.8808,-63.5086,128,Occupied,Weather,Blizzard,In Transit,0.98,2025-03-15 11:14,2025-03-15 12:01
AC242,YEG,YQB,2025-03-15 08:32,2025-03-15 13:32,AC247,YVR,Landed,2025-03-15 07:41,53.3012,-113.5771,43,Assigned,None,Clear,Ready,0.7,2025-03-15 08:02,2025-03-15 08:51
AC290,YUL,YOW,2025-03-15 14:27,2025-03-15 15:55,AC396,YWG,Delayed,2025-03-15 15:06,49.3683,-95.2895,75,Unassigned,De-icing,Fog,Delayed,0.85,2025-03-15 15:49,2025-03-15 16:39
AC283,YYC,YEG,2025-03-15 16:00,2025-03-15 17:23,AC804,YYJ,En Route,2025-03-15 15:31,49.9849,-118.3553,63,Unassigned,Catering,Light Snow,Ready,0.88,2025-03-15 15:38,2025-03-15 16:28
AC624,YVR,YHZ,2025-03-15 09:25,2025-03-15 14:25,AC965,YYZ,On Time,2025-03-15 08:46,44.8106,-87.0352,53,Unassigned,Catering,Fog,Standby,0.78,2025-03-15 09:01,2025-03-15 09:41
AC626,YYJ,YVR,2025-03-15 15:43,2025-03-15 16:45,AC884,YOW,On Time,2025-03-15 15:04,45.5618,-77.6342,46,Assigned,None,Overcast,On Duty,0.67,2025-03-15 15:08,2025-03-15 15:48
AC897,YYC,YHZ,2025-03-15 10:48,2025-03-15 15:48,AC521,YYJ,On Time,2025-03-15 10:06,49.5814,-121.8447,38,Open,None,Rain,Ready,0.81,2025-03-15 10:11,2025-03-15 10:53
AC419,YWG,YHZ,2025-03-15 18:56,2025-03-15 23:56,AC242,YHZ,En Route,2025-03-15 18:36,46.9398,-75.8278,103,Maintenance,Technical,Heavy Snow,In Transit,0.97,2025-03-15 21:14,2025-03-15 21:58
AC535,YUL,YVR,2025-03-15 05:19,2025-03-15 10:19,AC179,YVR,Landed,2025-03-15 04:34,45.4675,-73.6999,36,Open,None,Clear,Ready,0.8,2025-03-15 04:52,2025-03-15 05:32
AC901,YYZ,YVR,2025-03-15 08:30,2025-03-15 13:30,AC716,YUL,On Time,2025-03-15 07:48,44.4679,-76.8716,43,Open,None,Clear,Ready,0.81,2025-03-15 07:55,2025-03-15 08:43
AC617,YQB,YOW,2025-03-15 18:59,2025-03-15 21:01,AC201,YVR,Delayed,2025-03-15 17:43,49.4168,-122.6452,143,Occupied,Crew,Thunderstorm,Delayed,0.99,2025-03-15 21:19,2025-03-15 22:07
AC814,YWG,YHZ,2025-03-15 16:29,2025-03-15 21:29,AC550,YUL,Delayed,2025-03-15 16:25,46.975,-82.7211,89,Unassigned,De-icing,Blizzard,In Transit,0.88,2025-03-15 17:20,2025-03-15 18:08
AC670,YHZ,YYC,2025-03-15 10:35,2025-03-15 15:35,AC184,YYZ,On Time,2025-03-15 09:45,43.7209,-77.3197,49,Assigned,None,Rain,On Duty,0.77,2025-03-15 10:07,2025-03-15 10:53
AC795,YVR,YWG,2025-03-15 05:13,2025-03-15 10:13,AC283,YEG,Landed,2025-03-15 04:28,49.1868,-123.1724,47,Assigned,None,Rain,Ready,0.63,2025-03-15 04:36,2025-03-15 05:17
AC472,YUL,YVR,2025-03-15 08:25,2025-03-15 13:25,AC446,YYC,Cancelled,2025-03-15 07:04,51.1315,-114.0106,150,Unassigned,De-icing,Thunderstorm,In Transit,0.96,2025-03-15 09:01,2025-03-15 09:45
AC587,YEG,YHZ,2025-03-15 13:43,2025-03-15 18:43,AC596,YWG,Delayed,2025-03-15 13:04,50.1983,-97.1524,92,Maintenance,Technical,Fog,Rest Period,0.88,2025-03-15 15:44,2025-03-15 16:31
AC719,YUL,YEG,2025-03-15 10:10,2025-03-15 15:10,AC256,YEG,On Time,2025-03-15 09:38,51.363,-103.6216,66,Assigned,Passenger,Overcast,Standby,0.78,2025-03-15 09:48,2025-03-15 10:36
AC221,YYZ,YEG,2025-03-15 10:22,2025-03-15 15:22,AC560,YWG,Delayed,2025-03-15 09:37,49.1717,-94.5793,69,Assigned,ATC,Fog,Ready,0.86,2025-03-15 10:11,2025-03-15 10:53
AC882,YEG,YWG,2025-03-15 16:31,2025-03-15 20:56,AC682,YVR,Taxiing,2025-03-15 15:46,53.3188,-113.5949,50,Open,None,Rain,Ready,0.7,2025-03-15 16:06,2025-03-15 16:56
AC162,YYC,YHZ,2025-03-15 05:46,2025-03-15 10:46,AC704,YYZ,Landed,2025-03-15 05:06,51.116,-114.0249,48,Open,None,Rain,On Duty,0.7,2025-03-15 05:17,2025-03-15 06:02
AC340,YOW,YQB,2025-03-15 06:26,2025-03-15 08:39,AC706,YHZ,Taxiing,2025-03-15 05:40,45.2762,-75.6534,45,Open,None,Overcast,Ready,0.6,2025-03-15 05:48,2025-03-15 06:34
AC120,YEG,YYC,2025-03-15 05:22,2025-03-15 06:48,AC702,YYJ,Delayed,2025-03-15 04:38,49.1237,-122.1011,66,Unassigned,Passenger,Light Snow,Standby,0.77,2025-03-15 05:15,2025-03-15 06:05
AC472,YQB,YYC,2025-03-15 13:28,2025-03-15 18:28,AC306,YEG,On Time,2025-03-15 12:40,50.8118,-96.1519,47,Assigned,None,Clear,On Duty,0.85,2025-03-15 12:54,2025-03-15 13:43
AC168,YHZ,YYC,2025-03-15 12:17,2025-03-15 17:17,AC586,YQB,Landed,2025-03-15 11:42,44.8508,-63.5184,45,Assigned,None,Rain,On Duty,0.71,2025-03-15 11:39,2025-03-15 12:28
AC119,YYJ,YUL,2025-03-15 08:11,2025-03-15 13:11,AC983,YQB,Delayed,2025-03-15 07:38,47.9892,-93.1447,64,Occupied,Catering,Gusty Winds,Ready,0.84,2025-03-15 07:52,2025-03-15 08:42
AC573,YOW,YHZ,2025-03-15 07:34,2025-03-15 11:13,AC346,YUL,Taxiing,2025-03-15 06:49,45.2992,-75.6905,48,Assigned,None,Overcast,Ready,0.76,2025-03-15 07:03,2025-03-15 07:45
AC515,YQB,YOW,2025-03-15 07:33,2025-03-15 09:23,AC216,YOW,On Time,2025-03-15 06:56,45.2435,-75.7082,36,Assigned,None,Overcast,On Duty,0.71,2025-03-15 07:00,2025-03-15 07:44
AC839,YUL,YYZ,2025-03-15 05:20,2025-03-15 07:24,AC901,YYJ,En Route,2025-03-15 04:36,47.9794,-105.8284,73,Unassigned,ATC,Overcast,Standby,0.86,2025-03-15 05:05,2025-03-15 05:47
AC223,YQB,YYJ,2025-03-15 19:08,2025-03-16 00:08,AC780,YYJ,Taxiing,2025-03-15 18:28,46.774,-71.3849,45,Open,None,Clear,Ready,0.79,2025-03-15 18:36,2025-03-15 19:22
AC323,YOW,YEG,2025-03-15 07:59,2025-03-15 12:59,AC209,YUL,Cancelled,2025-03-15 08:02,45.4706,-73.7408,89,Unassigned,Blizzard,Heavy Snow,Rest Period,0.93,2025-03-15 09:56,2025-03-15 10:41
AC384,YWG,YOW,2025-03-15 13:06,2025-03-15 18:06,AC471,YUL,Delayed,2025-03-15 12:10,46.0094,-74.2116,75,Assigned,Passenger,Light Snow,Ready,0.86,2025-03-15 13:07,2025-03-15 13:51
AC931,YYC,YHZ,2025-03-15 19:47,2025-03-16 00:47,AC647,YVR,Delayed,2025-03-15 18:48,49.1349,-121.7116,69,Unassigned,Fueling,Gusty Winds,In Transit,0.91,2025-03-15 19:34,2025-03-15 20:21
AC380,YEG,YYZ,2025-03-15 18:18,2025-03-15 23:18,AC942,YVR,Delayed,2025-03-15 17:44,49.2998,-122.0081,67,Unassigned,Fueling,Overcast,In Transit,0.89,2025-03-15 18:08,2025-03-15 18:56
AC880,YWG,YYZ,2025-03-15 15:56,2025-03-15 20:35,AC756,YYZ,En Route,2025-03-15 14:25,45.4871,-85.6896,148,Maintenance,De-icing,Blizzard,In Transit,0.9,2025-03-15 17:54,2025-03-15 18:44
AC911,YQB,YEG,2025-03-15 13:09,2025-03-15 18:09,AC562,YHZ,En Route,2025-03-15 12:14,45.7336,-67.5908,128,Maintenance,Blizzard,Thunderstorm,Rest Period,0.88,2025-03-15 13:48,2025-03-15 14:37
AC762,YYZ,YYJ,2025-03-15 12:53,2025-03-15 17:53,AC191,YYC,Landed,2025-03-15 12:05,43.6366,-79.638,39,Assigned,None,Rain,On Duty,0.75,2025-03-15 12:18,2025-03-15 13:07
AC891,YYJ,YEG,2025-03-15 16:29,2025-03-15 19:44,AC947,YWG,On Time,2025-03-15 15:38,50.1841,-98.8444,47,Open,None,Overcast,On Duty,0.79,2025-03-15 15:56,2025-03-15 16:40
AC284,YOW,YEG,2025-03-15 07:29,2025-03-15 12:29,AC911,YWG,Cancelled,2025-03-15 06:26,49.91,-97.2398,133,Occupied,De-icing,Blizzard,Rest Period,0.94,2025-03-15 08:41,2025-03-15 09:22
AC809,YUL,YHZ,2025-03-15 08:37,2025-03-15 11:51,AC803,YWG,Landed,2025-03-15 08:10,45.4539,-73.7673,36,Assigned,None,Clear,Ready,0.74,2025-03-15 08:10,2025-03-15 08:55
AC105,YQB,YYZ,2025-03-15 15:34,2025-03-15 18:21,AC616,YYC,Cancelled,2025-03-15 15:25,51.1315,-114.0106,96,Maintenance,Blizzard,Heavy Snow,In Transit,0.88,2025-03-15 17:20,2025-03-15 18:08
AC235,YHZ,YWG,2025-03-15 17:07,2025-03-15 22:07,AC424,YVR,Delayed,2025-03-15 16:14,48.4509,-114.8674,71,Assigned,Fueling,Light Snow,In Transit,0.83,2025-03-15 16:46,2025-03-15 17:30
AC420,YYC,YYJ,2025-03-15 10:23,2025-03-15 13:32,AC268,YWG,Delayed,2025-03-15 10:17,49.5862,-99.407,46,Assigned,Passenger,Overcast,In Transit,0.78,2025-03-15 10:22,2025-03-15 11:09
AC552,YWG,YYZ,2025-03-15 14:34,2025-03-15 19:23,AC826,YHZ,Delayed,2025-03-15 13:35,45.9302,-68.0505,72,Occupied,Late Inbound,Light Snow,Standby,0.77,2025-03-15 14:24,2025-03-15 15:08
AC697,YQB,YOW,2025-03-15 18:05,2025-03-15 20:07,AC638,YYZ,En Route,2025-03-15 17:49,44.8375,-76.8572,55,Assigned,Late Inbound,Overcast,Ready,0.77,2025-03-15 17:53,2025-03-15 18:39
AC257,YVR,YHZ,2025-03-15 12:51,2025-03-15 17:51,AC183,YYZ,Taxiing,2025-03-15 12:19,49.2123,-123.1364,36,Assigned,None,Rain,Ready,0.68,2025-03-15 12:26,2025-03-15 13:11
AC316,YQB,YUL,2025-03-15 15:59,2025-03-15 17:30,AC920,YYZ,Cancelled,2025-03-15 15:11,43.6777,-79.6248,97,Occupied,Blizzard,Fog,Delayed,0.91,2025-03-15 16:18,2025-03-15 17:01
AC121,YEG,YVR,2025-03-15 11:37,2025-03-15 14:56,AC266,YOW,Cancelled,2025-03-15 10:42,45.3225,-75.6692,114,Maintenance,Technical,Fog,Rest Period,0.96,2025-03-15 12:54,2025-03-15 13:44
AC952,YHZ,YVR,2025-03-15 08:24,2025-03-15 13:24,AC624,YEG,Delayed,2025-03-15 07:36,51.4441,-104.2325,70,Unassigned,Fueling,Overcast,In Transit,0.88,2025-03-15 08:27,2025-03-15 09:08
AC792,YHZ,YWG,2025-03-15 16:42,2025-03-15 21:42,AC763,YOW,On Time,2025-03-15 15:58,45.7403,-73.6584,50,Open,None,Overcast,On Duty,0.71,2025-03-15 16:17,2025-03-15 17:01
AC402,YYJ,YEG,2025-03-15 06:18,2025-03-15 09:47,AC664,YYZ,Delayed,2025-03-15 04:44,45.5527,-97.3406,147,Occupied,De-icing,Fog,Delayed,0.92,2025-03-15 08:34,2025-03-15 09:22
AC905,YWG,YUL,2025-03-15 11:42,2025-03-15 16:42,AC963,YUL,On Time,2025-03-15 10:52,46.6203,-80.6035,49,Assigned,None,Rain,On Duty,0.79,2025-03-15 11:15,2025-03-15 11:57
AC992,YVR,YYC,2025-03-15 14:07,2025-03-15 16:49,AC544,YUL,On Time,2025-03-15 13:13,47.555,-95.1155,47,Open,None,Clear,On Duty,0.72,2025-03-15 13:39,2025-03-15 14:26
AC807,YQB,YHZ,2025-03-15 10:09,2025-03-15 12:38,AC923,YEG,On Time,2025-03-15 09:18,50.2192,-95.3135,41,Open,None,Clear,Ready,0.77,2025-03-15 09:33,2025-03-15 10:23
AC188,YYJ,YOW,2025-03-15 12:54,2025-03-15 17:54,AC888,YYC,Landed,2025-03-15 11:55,48.6933,-123.4289,49,Open,None,Clear,Ready,0.78,2025-03-15 12:27,2025-03-15 13:14
AC683,YOW,YYC,2025-03-15 10:41,2025-03-15 15:41,AC152,YWG,En Route,2025-03-15 10:14,47.1882,-82.5582,64,Occupied,Catering,Overcast,Standby,0.88,2025-03-15 10:36,2025-03-15 11:22
AC337,YQB,YWG,2025-03-15 05:19,2025-03-15 10:19,AC640,YYZ,On Time,2025-03-15 04:42,44.9862,-75.5627,64,Assigned,Fueling,Overcast,Standby,0.77,2025-03-15 05:04,2025-03-15 05:44
AC452,YOW,YWG,2025-03-15 13:39,2025-03-15 18:39,AC337,YYJ,Taxiing,2025-03-15 13:01,45.3685,-75.6359,47,Assigned,None,Clear,On Duty,0.78,2025-03-15 13:09,2025-03-15 13:59
AC918,YHZ,YWG,2025-03-15 08:32,2025-03-15 13:32,AC736,YUL,On Time,2025-03-15 07:40,45.6189,-70.7797,64,Occupied,Catering,Fog,In Transit,0.78,2025-03-15 08:30,2025-03-15 09:17
AC148,YOW,YYJ,2025-03-15 20:02,2025-03-16 01:02,AC467,YYZ,Landed,2025-03-15 19:15,45.2846,-75.6968,42,Open,None,Clear,On Duty,0.71,2025-03-15 19:27,2025-03-15 20:11
AC888,YHZ,YYZ,2025-03-15 20:17,2025-03-16 00:24,AC373,YQB,En Route,2025-03-15 20:45,45.4756,-64.6915,89,Occupied,Weather,Heavy Snow,Rest Period,0.97,2025-03-15 22:33,2025-03-15 23:14
AC207,YYZ,YYJ,2025-03-15 07:00,2025-03-15 12:00,AC745,YOW,Delayed,2025-03-15 06:33,45.0593,-75.6552,87,Occupied,Technical,Fog,In Transit,0.92,2025-03-15 08:37,2025-03-15 09:18
AC887,YWG,YEG,2025-03-15 19:14,2025-03-15 23:49,AC351,YYZ,Cancelled,2025-03-15 18:22,43.6777,-79.6248,128,Occupied,Crew,Heavy Snow,Rest Period,0.91,2025-03-15 20:46,2025-03-15 21:31
AC871,YOW,YUL,2025-03-15 18:26,2025-03-15 19:46,AC531,YQB,En Route,2025-03-15 17:53,45.5308,-74.6254,56,Unassigned,Catering,Overcast,Ready,0.89,2025-03-15 18:26,2025-03-15 19:14
AC422,YVR,YHZ,2025-03-15 07:48,2025-03-15 12:48,AC890,YWG,Delayed,2025-03-15 06:11,49.4824,-109.4703,141,Occupied,Crew,Heavy Snow,In Transit,1.0,2025-03-15 09:33,2025-03-15 10:21
AC108,YHZ,YQB,2025-03-15 15:25,2025-03-15 18:21,AC640,YYC,Delayed,2025-03-15 14:56,49.0891,-94.8467,126,Occupied,Crew,Fog,In Transit,0.9,2025-03-15 17:13,2025-03-15 18:01
AC653,YUL,YYJ,2025-03-15 06:35,2025-03-15 11:35,AC318,YHZ,Taxiing,2025-03-15 05:58,45.4447,-73.7134,43,Assigned,None,Rain,Ready,0.61,2025-03-15 06:04,2025-03-15 06:50
AC961,YVR,YYZ,2025-03-15 15:42,2025-03-15 20:42,AC365,YEG,Cancelled,2025-03-15 15:13,53.3097,-113.5827,75,Occupied,Weather,Fog,Rest Period,0.94,2025-03-15 16:18,2025-03-15 17:05
AC964,YOW,YYJ,2025-03-15 10:06,2025-03-15 15:06,AC458,YYC,Taxiing,2025-03-15 09:27,45.3548,-75.6831,41,Open,None,Clear,On Duty,0.73,2025-03-15 09:30,2025-03-15 10:11
AC183,YEG,YQB,2025-03-15 12:15,2025-03-15 17:15,AC163,YVR,On Time,2025-03-15 11:24,50.4254,-120.4635,47,Assigned,None,Clear,On Duty,0.77,2025-03-15 11:50,2025-03-15 12:34
AC805,YEG,YWG,2025-03-15 12:06,2025-03-15 16:42,AC849,YYJ,En Route,2025-03-15 11:31,51.8777,-116.0868,61,Assigned,Catering,Overcast,In Transit,0.91,2025-03-15 11:45,2025-03-15 12:32
AC478,YUL,YYJ,2025-03-15 19:32,2025-03-16 00:32,AC716,YVR,On Time,2025-03-15 18:49,47.1536,-98.6972,44,Assigned,None,Clear,Ready,0.63,2025-03-15 18:55,2025-03-15 19:37
AC149,YQB,YEG,2025-03-15 08:40,2025-03-15 13:40,AC390,YYC,Taxiing,2025-03-15 07:54,46.7829,-71.386,36,Open,None,Rain,On Duty,0.62,2025-03-15 08:15,2025-03-15 09:04
AC586,YHZ,YEG,2025-03-15 07:21,2025-03-15 12:21,AC880,YUL,On Time,2025-03-15 06:45,45.4099,-70.6572,70,Unassigned,Catering,Fog,Ready,0.81,2025-03-15 07:10,2025-03-15 07:56
AC853,YYZ,YWG,2025-03-15 06:30,2025-03-15 11:30,AC761,YHZ,On Time,2025-03-15 06:01,44.8837,-64.9823,37,Assigned,None,Rain,Ready,0.76,2025-03-15 05:50,2025-03-15 06:30
AC868,YYJ,YOW,2025-03-15 20:18,2025-03-16 01:18,AC614,YWG,Delayed,2025-03-15 18:31,49.9364,-102.9493,149,Unassigned,Crew,Blizzard,In Transit,0.98,2025-03-15 21:09,2025-03-15 21:55
AC448,YWG,YYZ,2025-03-15 12:04,2025-03-15 16:38,AC284,YEG,On Time,2025-03-15 11:32,52.8204,-112.8161,54,Unassigned,ATC,Light Snow,In Transit,0.84,2025-03-15 11:49,2025-03-15 12:33
AC729,YUL,YYZ,2025-03-15 05:27,2025-03-15 07:52,AC285,YEG,Delayed,2025-03-15 05:08,52.1656,-106.4812,108,Maintenance,Technical,Blizzard,Rest Period,0.98,2025-03-15 06:48,2025-03-15 07:31
AC604,YQB,YOW,2025-03-15 13:36,2025-03-15 15:32,AC870,YYJ,On Time,2025-03-15 12:52,48.0025,-112.4383,35,Assigned,None,Overcast,On Duty,0.62,2025-03-15 13:04,2025-03-15 13:48
AC352,YQB,YVR,2025-03-15 18:24,2025-03-15 23:24,AC767,YYJ,Delayed,2025-03-15 17:57,47.9588,-103.1568,50,Unassigned,ATC,Fog,In Transit,0.81,2025-03-15 18:17,2025-03-15 19:05
AC949,YYZ,YWG,2025-03-15 07:51,2025-03-15 12:25,AC768,YHZ,En Route,2025-03-15 07:34,43.6752,-75.4701,56,Unassigned,Fueling,Gusty Winds,Ready,0.81,2025-03-15 07:55,2025-03-15 08:39
AC407,YYJ,YVR,2025-03-15 16:55,2025-03-15 17:55,AC504,YVR,On Time,2025-03-15 16:13,49.5017,-123.0514,45,Open,None,Rain,On Duty,0.82,2025-03-15 16:23,2025-03-15 17:07
AC315,YHZ,YQB,2025-03-15 10:36,2025-03-15 13:03,AC713,YYJ,Taxiing,2025-03-15 10:11,44.8981,-63.5173,35,Open,None,Rain,On Duty,0.6,2025-03-15 10:00,2025-03-15 10:47
AC906,YYJ,YVR,2025-03-15 05:31,2025-03-15 06:56,AC651,YVR,En Route,2025-03-15 05:10,48.8645,-123.5786,76,Unassigned,De-icing,Thunderstorm,Rest Period,0.88,2025-03-15 07:29,2025-03-15 08:09
AC796,YYZ,YYC,2025-03-15 06:32,2025-03-15 11:32,AC296,YEG,Taxiing,2025-03-15 05:39,43.7182,-79.6041,50,Open,None,Overcast,On Duty,0.61,2025-03-15 06:01,2025-03-15 06:44
AC990,YEG,YVR,2025-03-15 13:32,2025-03-15 16:42,AC682,YYC,On Time,2025-03-15 13:01,51.4842,-114.2271,39,Open,None,Clear,Ready,0.79,2025-03-15 12:58,2025-03-15 13:46
AC968,YYC,YOW,2025-03-15 16:34,2025-03-15 21:34,AC809,YYZ,En Route,2025-03-15 17:04,49.2373,-105.7446,81,Unassigned,Weather,Fog,In Transit,0.95,2025-03-15 17:43,2025-03-15 18:29
AC607,YYJ,YWG,2025-03-15 17:57,2025-03-15 22:57,AC629,YHZ,Taxiing,2025-03-15 17:01,48.6164,-123.4678,47,Assigned,None,Overcast,On Duty,0.68,2025-03-15 17:24,2025-03-15 18:13
AC176,YOW,YEG,2025-03-15 07:48,2025-03-15 12:48,AC301,YYC,Cancelled,2025-03-15 08:30,51.1315,-114.0106,78,Occupied,Weather,Heavy Snow,Rest Period,0.91,2025-03-15 08:09,2025-03-15 08:58
AC353,YHZ,YYC,2025-03-15 09:04,2025-03-15 14:04,AC584,YVR,Cancelled,2025-03-15 08:59,49.1967,-123.1815,87,Occupied,Crew,Heavy Snow,In Transit,0.94,2025-03-15 09:22,2025-03-15 10:12
AC162,YVR,YQB,2025-03-15 10:20,2025-03-15 15:20,AC486,YYZ,On Time,2025-03-15 09:50,44.4712,-89.4738,65,Assigned,ATC,Overcast,In Transit,0.8,2025-03-15 09:57,2025-03-15 10:37
AC198,YEG,YQB,2025-03-15 19:45,2025-03-16 00:45,AC338,YWG,Taxiing,2025-03-15 19:11,53.2937,-113.5389,38,Assigned,None,Overcast,On Duty,0.82,2025-03-15 19:05,2025-03-15 19:45
AC210,YHZ,YOW,2025-03-15 15:09,2025-03-15 18:47,AC112,YVR,En Route,2025-03-15 14:48,47.1272,-91.5175,56,Assigned,Passenger,Fog,Ready,0.84,2025-03-15 15:02,2025-03-15 15:45
AC230,YYZ,YQB,2025-03-15 12:26,2025-03-15 15:17,AC698,YHZ,Taxiing,2025-03-15 11:40,43.6568,-79.5778,45,Open,None,Clear,On Duty,0.68,2025-03-15 11:57,2025-03-15 12:45
AC343,YUL,YYZ,2025-03-15 19:15,2025-03-15 21:35,AC938,YQB,En Route,2025-03-15 18:30,46.2413,-72.7444,66,Assigned,Late Inbound,Fog,In Transit,0.81,2025-03-15 19:03,2025-03-15 19:48
AC730,YQB,YHZ,2025-03-15 10:36,2025-03-15 13:08,AC528,YYC,Delayed,2025-03-15 09:37,49.8322,-104.0886,104,Unassigned,Crew,Heavy Snow,In Transit,0.88,2025-03-15 12:37,2025-03-15 13:22
AC509,YEG,YOW,2025-03-15 05:06,2025-03-15 10:06,AC945,YUL,Delayed,2025-03-15 04:52,48.3579,-86.4577,99,Maintenance,Blizzard,Heavy Snow,Delayed,0.89,2025-03-15 05:29,2025-03-15 06:09
AC324,YYC,YUL,2025-03-15 07:58,2025-03-15 12:58,AC836,YHZ,Taxiing,2025-03-15 07:15,51.0836,-113.9929,38,Open,None,Clear,Ready,0.81,2025-03-15 07:25,2025-03-15 08:11
AC315,YVR,YHZ,2025-03-15 09:05,2025-03-15 14:05,AC567,YHZ,Delayed,2025-03-15 08:31,46.4165,-90.1563,49,Occupied,Passenger,Overcast,Ready,0.76,2025-03-15 09:01,2025-03-15 09:49
AC713,YHZ,YQB,2025-03-15 09:10,2025-03-15 12:06,AC751,YWG,On Time,2025-03-15 08:34,48.0666,-82.0503,43,Assigned,None,Clear,On Duty,0.66,2025-03-15 08:36,2025-03-15 09:23
AC909,YVR,YWG,2025-03-15 13:40,2025-03-15 18:40,AC271,YUL,Taxiing,2025-03-15 12:55,49.2183,-123.182,50,Assigned,None,Clear,On Duty,0.78,2025-03-15 13:11,2025-03-15 13:55
AC312,YQB,YYZ,2025-03-15 12:42,2025-03-15 15:44,AC307,YOW,En Route,2025-03-15 11:47,46.1158,-73.8723,71,Unassigned,Catering,Overcast,Ready,0.78,2025-03-15 12:29,2025-03-15 13:10
AC335,YYJ,YHZ,2025-03-15 13:44,2025-03-15 18:44,AC576,YYZ,Landed,2025-03-15 12:58,48.6286,-123.4378,50,Assigned,None,Overcast,On Duty,0.69,2025-03-15 13:17,2025-03-15 13:59
AC467,YYC,YVR,2025-03-15 19:22,2025-03-15 22:20,AC401,YVR,On Time,2025-03-15 18:56,48.934,-123.3093,56,Assigned,Fueling,Fog,In Transit,0.77,2025-03-15 19:14,2025-03-15 19:59
